self_employed,family_history,treatment,days_indoors,growing_stress,changes_habits,mental_health_history,mood_swings,coping_struggles,work_interest,social_weakness,mental_health_interview,care_options,mental_health_severity,candidacy_rating,feature_3,count,percentage
No,1,-1,31-60 days,-1,0,1,1,1,0,-1,No,Not sure,1,0,1,11,0.0038305903984510482
No,1,-1,31-60 days,-1,1,-1,-1,1,0,0,No,Not sure,-1,-1,0,11,0.0038305903984510482
No,-1,-1,1-14 days,1,-1,1,-1,1,-1,1,No,Not sure,1,-1,0,11,0.0038305903984510482
No,-1,-1,15-30 days,-1,0,0,-1,1,0,0,No,Not sure,-1,-3,0,11,0.0038305903984510482
No,1,-1,31-60 days,-1,1,-1,0,1,0,-1,No,Not sure,-1,-1,0,11,0.0038305903984510482
No,-1,-1,Go out Every day,0,1,-1,1,1,1,-1,No,Not sure,2,-2,2,11,0.0038305903984510482
No,-1,1,15-30 days,0,-1,-1,-1,1,-1,0,No,Yes,-3,-2,-1,11,0.0038305903984510482
No,1,-1,31-60 days,-1,1,0,-1,-1,0,-1,No,Not sure,-3,0,-3,11,0.0038305903984510482
No,1,-1,31-60 days,-1,1,1,1,-1,-1,0,No,Not sure,0,1,-1,11,0.0038305903984510482
No,-1,-1,31-60 days,1,0,1,1,-1,0,0,No,Not sure,2,0,0,11,0.0038305903984510482
No,-1,1,More than 2 months,0,0,1,0,1,1,-1,No,Yes,2,1,1,11,0.0038305903984510482
No,-1,1,More than 2 months,0,0,0,-1,-1,-1,0,No,Yes,-3,0,-3,11,0.0038305903984510482
No,-1,-1,Go out Every day,0,1,1,-1,1,0,0,No,Not sure,2,0,0,11,0.0038305903984510482
No,1,-1,31-60 days,0,0,-1,0,1,-1,0,No,Not sure,-1,-1,0,11,0.0038305903984510482
No,-1,1,15-30 days,-1,1,0,-1,1,0,1,No,Yes,1,0,1,11,0.0038305903984510482
No,1,-1,31-60 days,0,0,0,-1,-1,0,1,No,Not sure,-1,0,-1,11,0.0038305903984510482
No,-1,-1,Go out Every day,0,1,1,-1,1,0,1,No,Not sure,3,0,1,11,0.0038305903984510482
No,1,-1,31-60 days,0,0,0,0,-1,1,-1,No,Not sure,-1,0,-1,11,0.0038305903984510482
No,-1,1,15-30 days,-1,1,0,-1,1,-1,0,No,Yes,-1,0,-1,11,0.0038305903984510482
No,-1,-1,15-30 days,1,0,0,1,-1,1,-1,No,Not sure,1,-1,0,11,0.0038305903984510482
No,1,-1,31-60 days,0,0,0,1,-1,1,0,No,Not sure,1,0,1,11,0.0038305903984510482
No,-1,1,31-60 days,0,-1,1,1,-1,0,0,No,Yes,0,0,0,11,0.0038305903984510482
No,-1,-1,Go out Every day,0,1,1,0,1,0,1,No,Not sure,4,0,2,11,0.0038305903984510482
No,1,-1,31-60 days,0,0,0,1,-1,1,1,No,Not sure,2,0,2,11,0.0038305903984510482
No,-1,1,15-30 days,-1,0,-1,-1,-1,-1,1,No,Yes,-4,-2,-2,11,0.0038305903984510482
No,-1,-1,Go out Every day,0,1,1,1,1,-1,-1,No,Not sure,2,0,0,11,0.0038305903984510482
No,-1,1,15-30 days,-1,1,-1,1,1,1,-1,No,Yes,1,-1,2,11,0.0038305903984510482
No,1,-1,31-60 days,0,1,-1,-1,-1,0,0,No,Not sure,-2,0,-2,11,0.0038305903984510482
No,-1,1,More than 2 months,0,0,-1,1,-1,1,0,No,Yes,0,-1,1,11,0.0038305903984510482
No,-1,1,15-30 days,-1,1,-1,1,1,0,-1,No,Yes,0,-1,1,11,0.0038305903984510482
No,-1,1,15-30 days,-1,1,0,0,-1,1,-1,No,Yes,-1,0,-1,11,0.0038305903984510482
No,-1,-1,Go out Every day,0,1,1,-1,1,-1,0,No,Not sure,1,0,-1,11,0.0038305903984510482
No,-1,-1,1-14 days,1,-1,1,-1,1,1,-1,No,Not sure,1,-1,0,11,0.0038305903984510482
No,1,-1,31-60 days,0,-1,0,-1,-1,1,-1,No,Not sure,-3,-1,-2,11,0.0038305903984510482
No,-1,1,31-60 days,0,-1,1,0,1,1,-1,No,Yes,1,0,1,11,0.0038305903984510482
No,-1,1,15-30 days,-1,1,1,-1,1,0,0,No,Yes,1,1,0,11,0.0038305903984510482
No,-1,-1,15-30 days,-1,0,0,-1,1,-1,-1,No,Not sure,-3,-3,-2,11,0.0038305903984510482
No,1,-1,31-60 days,0,-1,-1,0,1,0,0,No,Not sure,-1,-2,1,11,0.0038305903984510482
No,-1,1,15-30 days,-1,1,1,-1,-1,-1,1,No,Yes,-1,1,-2,11,0.0038305903984510482
No,1,-1,31-60 days,0,-1,-1,0,1,0,1,No,Not sure,0,-2,2,11,0.0038305903984510482
No,-1,-1,Go out Every day,0,1,1,-1,-1,-1,1,No,Not sure,0,0,-2,11,0.0038305903984510482
No,1,-1,31-60 days,0,-1,-1,1,1,0,0,No,Not sure,0,-2,2,11,0.0038305903984510482
No,-1,1,31-60 days,0,-1,1,0,1,1,1,No,Yes,3,0,3,11,0.0038305903984510482
No,1,-1,31-60 days,0,-1,1,-1,1,0,1,No,Not sure,1,0,1,11,0.0038305903984510482
No,-1,-1,31-60 days,1,0,1,0,1,1,-1,No,Not sure,3,0,1,11,0.0038305903984510482
No,1,-1,31-60 days,0,-1,0,0,-1,1,-1,No,Not sure,-2,-1,-1,11,0.0038305903984510482
No,-1,1,More than 2 months,0,0,0,1,-1,1,0,No,Yes,1,0,1,11,0.0038305903984510482
No,1,-1,31-60 days,0,-1,0,0,-1,1,0,No,Not sure,-1,-1,0,11,0.0038305903984510482
No,-1,-1,Go out Every day,0,1,1,-1,1,-1,-1,No,Not sure,0,0,-2,11,0.0038305903984510482
No,-1,-1,15-30 days,-1,0,0,-1,-1,0,1,No,Not sure,-2,-3,-1,11,0.0038305903984510482
No,1,-1,31-60 days,0,-1,0,1,1,-1,1,No,Not sure,1,-1,2,11,0.0038305903984510482
No,-1,1,More than 2 months,0,0,0,-1,1,0,0,No,Yes,0,0,0,11,0.0038305903984510482
No,1,-1,31-60 days,1,1,0,1,-1,-1,0,No,Not sure,1,2,-1,11,0.0038305903984510482
No,-1,1,15-30 days,-1,-1,1,0,1,-1,-1,No,Yes,-2,-1,-1,11,0.0038305903984510482
No,1,-1,31-60 days,1,1,1,-1,-1,0,-1,No,Not sure,0,3,-3,11,0.0038305903984510482
No,-1,-1,Go out Every day,1,1,-1,1,-1,0,0,No,Not sure,1,-1,0,11,0.0038305903984510482
No,1,-1,Go out Every day,0,0,0,1,-1,0,0,No,Not sure,0,0,0,11,0.0038305903984510482
No,-1,-1,1-14 days,-1,1,1,0,-1,-1,1,No,Not sure,0,-1,-1,11,0.0038305903984510482
No,-1,1,31-60 days,0,1,0,-1,1,0,-1,No,Yes,0,1,-1,11,0.0038305903984510482
No,-1,1,More than 2 months,-1,0,-1,1,-1,-1,0,No,Yes,-3,-2,-1,11,0.0038305903984510482
No,1,-1,Go out Every day,0,0,1,1,-1,0,0,No,Not sure,1,1,0,11,0.0038305903984510482
No,-1,1,31-60 days,0,1,0,0,-1,-1,-1,No,Yes,-2,1,-3,11,0.0038305903984510482
No,1,-1,Go out Every day,0,0,1,1,-1,0,1,No,Not sure,2,1,1,11,0.0038305903984510482
No,-1,1,31-60 days,0,1,0,0,1,0,-1,No,Yes,1,1,0,11,0.0038305903984510482
No,-1,1,More than 2 months,-1,0,-1,0,-1,1,-1,No,Yes,-3,-2,-1,11,0.0038305903984510482
No,1,-1,Go out Every day,0,0,1,1,-1,1,0,No,Not sure,2,1,1,11,0.0038305903984510482
No,-1,-1,1-14 days,-1,1,0,1,1,-1,-1,No,Not sure,0,-2,0,11,0.0038305903984510482
No,-1,-1,Go out Every day,1,1,0,-1,1,-1,1,No,Not sure,2,0,0,11,0.0038305903984510482
No,1,-1,Go out Every day,0,0,1,1,1,-1,-1,No,Not sure,1,1,0,11,0.0038305903984510482
No,-1,1,More than 2 months,-1,-1,1,1,1,0,-1,No,Yes,0,-1,1,11,0.0038305903984510482
No,1,-1,Go out Every day,0,1,-1,-1,-1,-1,0,No,Not sure,-3,0,-3,11,0.0038305903984510482
No,-1,-1,Go out Every day,1,1,0,0,-1,1,-1,No,Not sure,1,0,-1,11,0.0038305903984510482
No,-1,1,More than 2 months,-1,-1,1,1,-1,1,1,No,Yes,1,-1,2,11,0.0038305903984510482
No,1,-1,Go out Every day,0,1,-1,-1,-1,1,1,No,Not sure,0,0,0,11,0.0038305903984510482
No,1,-1,Go out Every day,0,1,-1,0,1,1,1,No,Not sure,3,0,3,11,0.0038305903984510482
No,-1,1,1-14 days,1,1,-1,0,1,-1,1,No,Yes,2,1,1,11,0.0038305903984510482
No,1,-1,Go out Every day,0,0,0,0,1,1,1,No,Not sure,3,0,3,11,0.0038305903984510482
No,-1,-1,15-30 days,-1,-1,0,1,-1,0,-1,No,Not sure,-3,-4,-1,11,0.0038305903984510482
No,-1,1,1-14 days,1,1,-1,1,-1,-1,0,No,Yes,0,1,-1,11,0.0038305903984510482
No,-1,-1,More than 2 months,1,1,-1,-1,1,0,0,No,Not sure,1,-1,0,11,0.0038305903984510482
No,1,-1,Go out Every day,0,-1,1,1,-1,1,0,No,Not sure,1,0,1,11,0.0038305903984510482
No,-1,1,1-14 days,1,1,0,1,-1,1,1,No,Yes,4,2,2,11,0.0038305903984510482
No,1,-1,Go out Every day,0,-1,1,1,-1,1,1,No,Not sure,2,0,2,11,0.0038305903984510482
No,-1,-1,31-60 days,1,0,-1,1,1,1,-1,No,Not sure,2,-2,2,11,0.0038305903984510482
No,-1,1,31-60 days,0,1,-1,1,1,0,-1,No,Yes,1,0,1,11,0.0038305903984510482
No,-1,1,1-14 days,1,1,0,1,-1,0,-1,No,Yes,1,2,-1,11,0.0038305903984510482
No,1,-1,Go out Every day,0,-1,1,1,1,-1,0,No,Not sure,1,0,1,11,0.0038305903984510482
No,-1,-1,1-14 days,-1,1,1,1,1,1,1,No,Not sure,5,-1,4,11,0.0038305903984510482
No,-1,1,1-14 days,1,1,0,-1,1,0,-1,No,Yes,1,2,-1,11,0.0038305903984510482
No,1,-1,Go out Every day,0,0,-1,1,-1,-1,-1,No,Not sure,-3,-1,-2,11,0.0038305903984510482
No,-1,1,More than 2 months,-1,0,0,-1,-1,1,1,No,Yes,-1,-1,0,11,0.0038305903984510482
No,-1,1,1-14 days,1,1,-1,1,1,1,-1,No,Yes,3,1,2,11,0.0038305903984510482
No,1,-1,Go out Every day,0,0,-1,1,-1,1,0,No,Not sure,0,-1,1,11,0.0038305903984510482
No,-1,-1,15-30 days,-1,-1,0,0,-1,0,1,No,Not sure,-2,-4,0,11,0.0038305903984510482
No,-1,1,1-14 days,1,1,-1,1,1,-1,1,No,Yes,3,1,2,11,0.0038305903984510482
No,-1,1,More than 2 months,-1,0,-1,1,-1,1,1,No,Yes,0,-2,2,11,0.0038305903984510482
No,1,-1,Go out Every day,0,0,-1,1,1,0,-1,No,Not sure,0,-1,1,11,0.0038305903984510482
No,1,-1,Go out Every day,0,0,0,-1,1,0,-1,No,Not sure,-1,0,-1,11,0.0038305903984510482
No,-1,-1,Go out Every day,1,1,0,0,-1,1,1,No,Not sure,3,0,1,11,0.0038305903984510482
No,-1,1,1-14 days,1,1,-1,-1,-1,-1,0,No,Yes,-2,1,-3,11,0.0038305903984510482
No,-1,-1,1-14 days,1,-1,1,1,-1,-1,1,No,Not sure,1,-1,0,11,0.0038305903984510482
No,-1,1,More than 2 months,-1,-1,1,1,-1,0,-1,No,Yes,-2,-1,-1,11,0.0038305903984510482
No,1,-1,Go out Every day,1,-1,0,1,1,0,1,No,Not sure,3,0,3,11,0.0038305903984510482
No,-1,1,31-60 days,0,1,1,-1,-1,0,0,No,Yes,0,2,-2,11,0.0038305903984510482
No,1,-1,Go out Every day,1,-1,1,-1,1,1,-1,No,Not sure,1,1,0,11,0.0038305903984510482
No,-1,1,1-14 days,1,0,1,-1,-1,0,1,No,Yes,1,2,-1,11,0.0038305903984510482
No,-1,1,More than 2 months,-1,-1,0,-1,1,-1,0,No,Yes,-3,-2,-1,11,0.0038305903984510482
No,1,-1,Go out Every day,1,-1,1,0,-1,1,0,No,Not sure,1,1,0,11,0.0038305903984510482
No,-1,1,1-14 days,1,0,0,1,1,1,1,No,Yes,5,1,4,11,0.0038305903984510482
No,-1,-1,Go out Every day,1,1,1,0,1,1,1,No,Not sure,6,1,3,11,0.0038305903984510482
No,1,-1,Go out Every day,1,0,-1,-1,1,1,-1,No,Not sure,0,0,0,11,0.0038305903984510482
No,-1,1,More than 2 months,-1,-1,0,-1,-1,-1,-1,No,Yes,-6,-2,-4,11,0.0038305903984510482
No,1,-1,Go out Every day,1,0,0,-1,-1,-1,0,No,Not sure,-2,1,-3,11,0.0038305903984510482
No,-1,-1,31-60 days,1,0,-1,-1,1,-1,1,No,Not sure,0,-2,0,11,0.0038305903984510482
No,-1,-1,1-14 days,-1,1,0,0,-1,1,0,No,Not sure,0,-2,0,11,0.0038305903984510482
No,-1,1,1-14 days,1,0,0,1,1,0,-1,No,Yes,2,1,1,11,0.0038305903984510482
No,1,-1,Go out Every day,1,0,1,-1,-1,-1,1,No,Not sure,0,2,-2,11,0.0038305903984510482
No,-1,1,More than 2 months,-1,-1,-1,-1,1,1,1,No,Yes,-1,-3,2,11,0.0038305903984510482
No,-1,1,1-14 days,1,0,0,1,-1,1,1,No,Yes,3,1,2,11,0.0038305903984510482
No,-1,-1,Go out Every day,1,1,1,1,-1,1,0,No,Not sure,4,1,1,11,0.0038305903984510482
No,1,-1,Go out Every day,1,1,-1,-1,1,1,-1,No,Not sure,1,1,0,11,0.0038305903984510482
No,-1,1,More than 2 months,-1,-1,0,1,-1,1,0,No,Yes,-1,-2,1,11,0.0038305903984510482
No,1,-1,Go out Every day,1,-1,0,0,-1,-1,1,No,Not sure,-1,0,-1,11,0.0038305903984510482
No,-1,-1,Go out Every day,1,1,1,0,1,0,0,No,Not sure,4,1,1,11,0.0038305903984510482
No,1,-1,Go out Every day,0,1,1,-1,-1,0,-1,No,Not sure,-1,2,-3,11,0.0038305903984510482
No,-1,-1,15-30 days,-1,-1,0,-1,1,1,1,No,Not sure,0,-4,2,11,0.0038305903984510482
No,-1,1,1-14 days,1,0,1,1,1,-1,0,No,Yes,3,2,1,11,0.0038305903984510482
No,1,-1,Go out Every day,0,1,-1,1,-1,0,-1,No,Not sure,-1,0,-1,11,0.0038305903984510482
No,-1,-1,Go out Every day,1,1,0,0,1,-1,1,No,Not sure,3,0,1,11,0.0038305903984510482
No,1,-1,Go out Every day,0,1,0,1,1,0,0,No,Not sure,3,1,2,11,0.0038305903984510482
No,-1,1,1-14 days,1,0,1,1,-1,1,1,No,Yes,4,2,2,11,0.0038305903984510482
No,-1,-1,Go out Every day,1,1,0,0,1,1,0,No,Not sure,4,0,2,11,0.0038305903984510482
No,-1,1,31-60 days,0,1,0,1,1,1,1,No,Yes,5,1,4,11,0.0038305903984510482
No,-1,1,More than 2 months,-1,-1,1,0,1,-1,-1,No,Yes,-2,-1,-1,11,0.0038305903984510482
No,1,-1,Go out Every day,1,-1,0,-1,1,-1,0,No,Not sure,-1,0,-1,11,0.0038305903984510482
No,1,-1,1-14 days,-1,0,0,1,1,-1,-1,No,Not sure,-1,-1,0,11,0.0038305903984510482
No,1,-1,Go out Every day,0,1,1,1,1,0,0,No,Not sure,4,2,2,11,0.0038305903984510482
No,-1,1,1-14 days,1,0,1,0,1,-1,-1,No,Yes,1,2,-1,11,0.0038305903984510482
No,-1,-1,15-30 days,-1,1,1,1,-1,-1,-1,No,Not sure,-1,-1,-2,11,0.0038305903984510482
No,-1,-1,15-30 days,-1,-1,-1,1,1,0,1,No,Not sure,0,-5,3,11,0.0038305903984510482
No,-1,1,1-14 days,1,0,1,-1,1,1,0,No,Yes,3,2,1,11,0.0038305903984510482
No,1,-1,Go out Every day,1,-1,-1,1,1,1,-1,No,Not sure,1,-1,2,11,0.0038305903984510482
No,-1,1,1-14 days,1,0,1,-1,1,0,1,No,Yes,3,2,1,11,0.0038305903984510482
No,1,-1,Go out Every day,0,-1,1,0,-1,-1,0,No,Not sure,-2,0,-2,11,0.0038305903984510482
No,-1,-1,31-60 days,1,0,0,-1,-1,-1,0,No,Not sure,-2,-1,-3,11,0.0038305903984510482
No,-1,-1,Go out Every day,1,-1,1,0,-1,-1,-1,No,Not sure,-2,-1,-3,11,0.0038305903984510482
No,-1,-1,Go out Every day,1,0,-1,-1,1,0,0,No,Not sure,0,-2,0,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,0,-1,-1,1,1,0,No,Not sure,-1,-2,1,11,0.0038305903984510482
No,-1,1,More than 2 months,-1,1,0,-1,1,0,1,No,Yes,1,0,1,11,0.0038305903984510482
No,-1,1,15-30 days,-1,-1,0,1,-1,1,-1,No,Yes,-2,-2,0,11,0.0038305903984510482
No,-1,1,31-60 days,0,0,1,0,1,0,1,No,Yes,3,1,2,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,0,-1,1,-1,-1,0,No,Not sure,-3,-2,-1,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,0,0,-1,-1,1,-1,No,Not sure,-3,-1,-2,11,0.0038305903984510482
No,-1,1,15-30 days,-1,-1,0,1,-1,0,-1,No,Yes,-3,-2,-1,11,0.0038305903984510482
No,-1,1,More than 2 months,-1,1,0,-1,-1,0,0,No,Yes,-2,0,-2,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,0,0,0,-1,0,-1,No,Not sure,-3,-1,-2,11,0.0038305903984510482
No,-1,1,15-30 days,-1,-1,0,0,-1,0,1,No,Yes,-2,-2,0,11,0.0038305903984510482
No,-1,-1,Go out Every day,1,0,-1,1,-1,0,0,No,Not sure,0,-2,0,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,0,1,-1,1,0,0,No,Not sure,0,0,0,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,0,1,1,-1,-1,-1,No,Not sure,-2,0,-2,11,0.0038305903984510482
No,-1,-1,Go out Every day,1,0,-1,1,1,0,-1,No,Not sure,1,-2,1,11,0.0038305903984510482
No,-1,-1,15-30 days,0,0,-1,1,-1,-1,-1,No,Not sure,-3,-3,-2,11,0.0038305903984510482
No,-1,1,15-30 days,-1,-1,0,-1,1,1,1,No,Yes,0,-2,2,11,0.0038305903984510482
No,-1,1,31-60 days,0,1,-1,-1,1,-1,1,No,Yes,0,0,0,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,1,-1,-1,-1,-1,1,No,Not sure,-3,-1,-2,11,0.0038305903984510482
No,-1,-1,1-14 days,1,-1,1,0,-1,0,0,No,Not sure,0,-1,-1,11,0.0038305903984510482
No,-1,1,More than 2 months,-1,1,0,1,1,0,1,No,Yes,3,0,3,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,-1,1,0,-1,1,0,No,Not sure,-1,-1,0,11,0.0038305903984510482
No,-1,1,More than 2 months,-1,0,0,0,-1,1,-1,No,Yes,-2,-1,-1,11,0.0038305903984510482
No,-1,1,31-60 days,0,0,1,0,1,-1,-1,No,Yes,0,1,-1,11,0.0038305903984510482
No,1,-1,31-60 days,1,1,1,-1,-1,1,0,No,Not sure,2,3,-1,11,0.0038305903984510482
No,-1,-1,31-60 days,1,0,0,0,1,1,0,No,Not sure,3,-1,2,11,0.0038305903984510482
No,1,-1,31-60 days,1,1,1,0,-1,1,-1,No,Not sure,2,3,-1,11,0.0038305903984510482
No,-1,-1,15-30 days,-1,-1,1,0,1,-1,-1,No,Not sure,-2,-3,-1,11,0.0038305903984510482
No,-1,-1,Go out Every day,-1,-1,1,1,-1,1,-1,No,Not sure,-1,-3,0,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,-1,-1,0,-1,1,1,No,Not sure,-2,-3,1,11,0.0038305903984510482
No,-1,-1,Go out Every day,1,0,-1,-1,-1,-1,1,No,Not sure,-2,-2,-2,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,-1,-1,0,1,-1,1,No,Not sure,-2,-3,1,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,-1,0,-1,1,-1,0,No,Not sure,-3,-2,-1,11,0.0038305903984510482
No,-1,-1,Go out Every day,1,0,-1,-1,-1,0,0,No,Not sure,-2,-2,-2,11,0.0038305903984510482
No,-1,1,31-60 days,0,0,0,1,1,-1,1,No,Yes,2,0,2,11,0.0038305903984510482
No,-1,1,More than 2 months,-1,1,1,-1,1,-1,0,No,Yes,0,1,-1,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,-1,0,0,-1,0,0,No,Not sure,-3,-2,-1,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,-1,1,-1,1,1,0,No,Not sure,0,-1,1,11,0.0038305903984510482
No,-1,-1,Go out Every day,1,0,-1,-1,-1,0,1,No,Not sure,-1,-2,-1,11,0.0038305903984510482
No,-1,1,More than 2 months,-1,1,1,-1,1,-1,-1,No,Yes,-1,1,-2,11,0.0038305903984510482
No,-1,1,15-30 days,-1,-1,1,-1,-1,0,-1,No,Yes,-4,-1,-3,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,-1,1,0,-1,-1,0,No,Not sure,-3,-1,-2,11,0.0038305903984510482
No,-1,-1,1-14 days,0,-1,1,0,-1,1,0,No,Not sure,0,-2,0,11,0.0038305903984510482
No,-1,1,15-30 days,-1,-1,-1,1,1,0,1,No,Yes,0,-3,3,11,0.0038305903984510482
No,-1,1,More than 2 months,-1,1,-1,1,-1,-1,-1,No,Yes,-3,-1,-2,11,0.0038305903984510482
No,-1,-1,Go out Every day,1,0,-1,1,1,1,-1,No,Not sure,2,-2,2,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,1,-1,-1,1,0,0,No,Not sure,-1,-1,0,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,1,1,1,-1,0,0,No,Not sure,1,1,0,11,0.0038305903984510482
No,-1,1,1-14 days,1,1,1,0,1,1,0,No,Yes,5,3,2,11,0.0038305903984510482
No,1,-1,Go out Every day,0,-1,-1,0,1,-1,-1,No,Not sure,-3,-2,-1,11,0.0038305903984510482
No,-1,1,31-60 days,0,1,-1,0,-1,0,1,No,Yes,0,0,0,11,0.0038305903984510482
No,-1,-1,1-14 days,1,-1,1,0,-1,1,1,No,Not sure,2,-1,1,11,0.0038305903984510482
No,-1,-1,1-14 days,0,-1,-1,-1,1,0,-1,No,Not sure,-3,-4,-1,11,0.0038305903984510482
No,1,-1,Go out Every day,0,-1,-1,1,1,1,0,No,Not sure,1,-2,3,11,0.0038305903984510482
No,-1,-1,31-60 days,-1,0,0,0,1,1,1,No,Not sure,2,-3,3,11,0.0038305903984510482
No,-1,1,1-14 days,1,1,1,0,1,-1,0,No,Yes,3,3,0,11,0.0038305903984510482
No,-1,-1,15-30 days,-1,-1,0,1,-1,1,-1,No,Not sure,-2,-4,0,11,0.0038305903984510482
No,1,-1,Go out Every day,0,-1,0,-1,-1,1,1,No,Not sure,-1,-1,0,11,0.0038305903984510482
No,-1,1,More than 2 months,-1,0,0,1,1,0,-1,No,Yes,0,-1,1,11,0.0038305903984510482
No,1,-1,Go out Every day,0,-1,0,-1,1,0,-1,No,Not sure,-2,-1,-1,11,0.0038305903984510482
No,1,-1,Go out Every day,0,-1,0,-1,1,1,1,No,Not sure,1,-1,2,11,0.0038305903984510482
No,1,-1,Go out Every day,0,-1,0,1,1,-1,0,No,Not sure,0,-1,1,11,0.0038305903984510482
No,-1,1,1-14 days,1,1,1,0,-1,-1,1,No,Yes,2,3,-1,11,0.0038305903984510482
No,1,-1,Go out Every day,0,-1,0,1,1,1,0,No,Not sure,2,-1,3,11,0.0038305903984510482
No,-1,1,1-14 days,1,1,1,0,-1,-1,-1,No,Yes,0,3,-3,11,0.0038305903984510482
No,1,-1,Go out Every day,0,-1,1,-1,1,-1,-1,No,Not sure,-2,0,-2,11,0.0038305903984510482
No,-1,-1,Go out Every day,1,0,1,0,-1,-1,0,No,Not sure,0,0,-2,11,0.0038305903984510482
No,-1,-1,15-30 days,1,-1,0,-1,1,1,1,No,Not sure,2,-2,2,11,0.0038305903984510482
No,-1,1,1-14 days,1,1,1,1,-1,1,0,No,Yes,4,3,1,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,1,-1,1,-1,0,0,No,Not sure,-1,-1,0,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,1,-1,-1,1,1,1,No,Not sure,1,-1,2,11,0.0038305903984510482
No,-1,-1,31-60 days,-1,0,0,0,1,-1,-1,No,Not sure,-2,-3,-1,11,0.0038305903984510482
No,-1,-1,15-30 days,-1,-1,1,-1,-1,0,-1,No,Not sure,-4,-3,-3,11,0.0038305903984510482
No,-1,1,15-30 days,-1,-1,-1,0,1,1,-1,No,Yes,-2,-3,1,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,1,-1,0,-1,-1,0,No,Not sure,-3,-1,-2,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,1,-1,0,1,-1,0,No,Not sure,-1,-1,0,11,0.0038305903984510482
No,-1,1,More than 2 months,-1,1,-1,-1,1,0,-1,No,Yes,-2,-1,-1,11,0.0038305903984510482
No,-1,1,Go out Every day,-1,-1,1,1,-1,1,-1,No,Yes,-1,-1,0,11,0.0038305903984510482
No,-1,1,15-30 days,-1,-1,-1,-1,1,1,0,No,Yes,-2,-3,1,11,0.0038305903984510482
No,-1,1,More than 2 months,-1,0,1,0,-1,0,-1,No,Yes,-2,0,-2,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,1,-1,1,-1,0,1,No,Not sure,0,-1,1,11,0.0038305903984510482
No,-1,-1,15-30 days,1,0,-1,1,-1,0,-1,No,Not sure,-1,-2,-1,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,1,0,-1,-1,0,1,No,Not sure,-1,0,-1,11,0.0038305903984510482
No,-1,-1,Go out Every day,1,0,0,0,1,0,-1,No,Not sure,1,-1,0,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,1,0,0,1,1,0,No,Not sure,2,0,2,11,0.0038305903984510482
No,1,-1,Go out Every day,-1,1,1,-1,1,0,0,No,Not sure,1,1,0,11,0.0038305903984510482
No,-1,1,1-14 days,1,1,1,1,1,-1,0,No,Yes,4,3,1,11,0.0038305903984510482
No,-1,-1,15-30 days,0,0,-1,1,1,-1,-1,No,Not sure,-1,-3,0,11,0.0038305903984510482
No,-1,1,15-30 days,0,-1,0,-1,1,-1,-1,No,Yes,-3,-1,-2,11,0.0038305903984510482
No,-1,-1,15-30 days,0,-1,1,-1,1,1,1,No,Not sure,2,-2,2,11,0.0038305903984510482
No,-1,-1,15-30 days,-1,0,0,1,-1,-1,1,No,Not sure,-1,-3,0,11,0.0038305903984510482
No,-1,1,15-30 days,1,-1,1,1,1,0,1,No,Yes,4,1,3,11,0.0038305903984510482
No,-1,-1,15-30 days,-1,1,0,-1,1,0,1,No,Not sure,1,-2,1,11,0.0038305903984510482
No,1,-1,1-14 days,1,0,-1,1,1,0,1,No,Not sure,3,0,3,11,0.0038305903984510482
No,-1,1,More than 2 months,1,1,-1,-1,1,0,0,No,Yes,1,1,0,11,0.0038305903984510482
No,-1,1,15-30 days,1,0,-1,1,-1,0,-1,No,Yes,-1,0,-1,11,0.0038305903984510482
No,1,-1,1-14 days,1,0,0,-1,-1,1,0,No,Not sure,0,1,-1,11,0.0038305903984510482
No,-1,-1,Go out Every day,-1,1,1,-1,-1,1,1,No,Not sure,1,-1,0,11,0.0038305903984510482
No,1,-1,1-14 days,1,0,0,-1,1,-1,0,No,Not sure,0,1,-1,11,0.0038305903984510482
No,-1,1,More than 2 months,1,0,1,1,1,0,-1,No,Yes,3,2,1,11,0.0038305903984510482
No,1,-1,1-14 days,1,0,0,1,1,0,1,No,Not sure,4,1,3,11,0.0038305903984510482
